match,event_id,event_type,frame,half,team_name,player_name,player_position,direction_class,origin_zone,dest_zone,x_origin,y_origin,x_dest,y_dest,dos,xt_delta,xt_origin,ddef_3s,biaxial,pc1_3s,pc2_3s,pc3_3s,awareness_mean,detection_delay_mean,n_wrongfooted,pct_wrongfooted,nearest_in_blind,mean_theta_shoulder_all,mean_theta_head_all,receiver_open_angle,receiver_turn_needed,n_teammates_in_fov,evaluation,back_line_break,bypassed_defenders,through_ball,distance,pressure_player
Frankfurt_Union,18903400001348,pass,3097756,2,Eintracht Frankfurt,N. Brown,LV,sideways,wing,wing,34.52,28.13,28.82,27.31,0.0610231626596192,-0.0046400266846521,0.031509121856,1.441918517205128,0.26756875233982763,-0.3430390506912958,0.0917865307973089,-1.0070929357165233,0.4016414491163436,0.1995425303931905,2,1.0,False,0.6350633502006531,0.4860735833644867,1.1644257740738353,0.843686147189375,1.0,successfullyCompleted,False,0.0,False,5.76,0.32
Dortmund_Stuttgart,18909700000946,pass,3005345,2,Borussia Dortmund,Jobe Bellingham,DMR,sideways,half_space,half_space,-6.39,-6.43,-3.0,-12.68,0.0605268383456422,-0.0011052320156369,0.0175591616468974,3.636152343340461,0.1265737969351872,-0.3891916142458451,3.0748197784185365,-0.1721409506760797,0.449055958346263,0.1851067493746874,2,1.0,False,0.8524826169013977,0.4839309751987457,1.9944547788825888,1.2247730867591755,4.0,successfullyCompleted,False,-2.0,False,7.11,0.25
Frankfurt_Bayern,18905200001048,pass,3549986,2,FC Bayern München,Michael Olise,ORM,sideways,wing,half_space,-47.99,21.07,-42.81,14.04,0.0595399555717046,0.0094978116905142,0.0467664915236437,7.477010761289375,0.38877983406694394,3.4449697078939345,-1.3393347514006522,-2.692706301994788,0.437190727943649,0.2109136389672933,3,1.0,True,0.8128806948661804,0.6596540808677673,0.2405867047287131,1.1730892764651843,1.0,successfullyCompleted,False,0.0,False,8.73,0.0
Dortmund_Stuttgart,18909700001057,pass,3028715,2,VfB Stuttgart,A. Stiller,DML,sideways,wing,wing,-23.24,-22.87,-29.68,-24.77,0.0595332881581737,-0.0010981478478117,0.0102515842660705,8.898653424034666,0.6794228847707757,-2.4886385415071315,3.662871235705801,2.7471436468217343,0.4083076243257799,0.1571472151248676,1,1.0,True,0.9247196316719056,0.6042360663414001,0.1552135395945966,0.001324321037346,7.0,successfullyCompleted,False,-2.0,False,6.71,0.1
Frankfurt_Union,18903400000781,pass,2937441,1,1. FC Union Berlin,C. Trimmel,DRM,sideways,wing,half_space,5.34,-21.1,6.2,-14.29,0.0593467831583593,0.0008300420728739,0.0164161014772437,7.024766631832124,0.19745163291264553,3.574691160106075,-0.7058286067213437,-2.744246865004705,0.4051533691831409,0.2168845055926905,1,1.0,False,0.7269735336303711,0.4246376156806946,1.3293488697446572,1.625174351159452,3.0,successfullyCompleted,False,-1.0,False,6.86,0.7
Frankfurt_Bayern,18905200000508,pass,3412294,1,FC Bayern München,Luis Díaz,OLM,sideways,center,half_space,31.78,0.55,29.84,-7.31,0.0593377465792108,-0.0127795134468571,0.04474104432,3.006985350539571,0.43624882074086163,0.7679044341610216,-1.7602441488711058,0.4788367675074438,0.3518811140059518,0.1810344990150606,2,1.0,False,0.8818471431732178,0.5855171084403992,0.5502853780059731,0.1125910640688027,2.0,successfullyCompleted,False,-2.0,False,8.1,0.64
Dortmund_Stuttgart,18909700000037,pass,2796967,1,VfB Stuttgart,L. Assignon,DRM,diagonal,wing,half_space,8.21,34.1,-1.71,18.13,0.0592333571996233,0.0042242619716302,0.0114398476830252,3.5078790525100763,0.38454513953723035,0.8216442803298647,-2.136665363443804,0.5495694087364081,0.1141265591881679,0.3490631284862004,7,1.0,False,1.1544588804244995,1.0441291332244873,,,,successfullyCompleted,False,4.0,False,18.8,
Union_Bayern,18909300000410,pass,2867511,1,1. FC Union Berlin,A. Schäfer,HR,sideways,half_space,wing,49.58,-18.56,42.61,-20.69,0.0590887620254231,-0.0094727019819563,0.0533182215681478,5.33523951309896,0.10590011226196289,2.7752085095596817,0.293894892712725,-2.266136110826554,0.4137004343308122,0.1987613314561177,3,1.0,True,0.7952022552490234,0.6947997212409973,0.1316368821430809,0.4527238365840309,2.0,successfullyCompleted,False,-2.0,False,7.29,0.78
Dortmund_Stuttgart,18909700000251,pass,2829977,1,VfB Stuttgart,J. Leweling,DLM,sideways,half_space,half_space,-8.27,-18.41,2.15,-14.16,0.058360362792257,-0.0026449519552739,0.0175021149248537,3.460522417298303,0.7376202153044352,1.9589197054047005,-1.444938774864716,-0.0566639370288862,0.3019766415928525,0.2453317280224736,2,1.0,False,0.948036789894104,0.7678675055503845,,,,successfullyCompleted,False,-4.0,False,11.25,0.85
Dortmund_Stuttgart,18909700000702,pass,2918961,1,Borussia Dortmund,Serhou Guirassy,STZ,sideways,half_space,center,12.86,10.17,2.93,3.84,0.0576774414442045,-0.002901561281721,0.0194584140245781,3.485938999436808,0.41160381404680296,0.7643666802399138,-1.8570446972413104,0.8645276219555837,0.3749516548215006,0.2118193761915051,4,1.0,False,1.056784749031067,0.9488229751586914,0.8845310732649839,0.6604921147154845,4.0,successfullyCompleted,False,-5.0,False,11.78,0.62
Dortmund_Stuttgart,18909700001561,pass,3136789,2,Borussia Dortmund,Daniel Svensson,DLM,sideways,half_space,center,-40.63,-17.08,-41.3,-2.47,0.0575626750123143,0.0921691875413377,0.0487504044586621,2.6303642048786595,0.47443397006703514,0.4700624549076928,0.9907858301994592,-1.1695159197715077,0.3909092699254304,0.2223400226813464,9,1.0,False,1.126348614692688,1.184264063835144,1.2606919811887087,1.708552222124988,4.0,successfullyCompleted,False,3.0,False,14.63,0.32
Frankfurt_Union,18903409800602,carry,2912341,1,1. FC Union Berlin,L. Querfeld,IVZ,diagonal,wing,half_space,-4.43,20.94,-3.35,12.5,0.0574257638393889,0.000755243307247,0.0138510096625008,7.515834513910287,0.8426631922431734,-2.4849839486012923,-2.948964629612281,-2.0818859356967128,0.4823669435168578,0.0939375499914342,0,,False,0.8336551785469055,0.6193728446960449,,,,,False,,False,8.50881895447306,
Union_Bayern,18909309801173,carry,3064169,2,FC Bayern München,Michael Olise,ORM,sideways,wing,wing,32.97,-32.96,34.48,-25.07,0.0572446875794576,0.0044093102650083,0.0283827674014117,2.4367089687956254,0.1845270505945179,1.762866706109312,-0.3252965938696241,0.3485456688166892,0.5521993931058009,0.1508937869471181,2,1.0,False,0.4679414629936218,0.5230055451393127,,,,,False,,False,8.033193636406383,
Frankfurt_Union,18903400000598,pass,2912161,1,1. FC Union Berlin,Derrick Köhn,LV,sideways,wing,wing,16.92,34.02,15.06,27.91,0.0572249687648205,0.0003910482985882,0.0182383938552941,2.9688429774276446,0.690364896959895,-1.128547652777029,0.779109684023745,-1.0611856406268705,0.375910790757669,0.2384415675476477,3,1.0,False,0.5173041820526123,0.3011857271194458,1.033229138983676,1.3371647263898343,1.0,successfullyCompleted,False,1.0,False,6.39,
Frankfurt_Union,18903400001528,pass,3145684,2,Eintracht Frankfurt,Aurèle Amenda,IVR,diagonal,wing,center,-9.39,-25.9,26.45,4.09,0.0567077604076753,0.0174630781507226,0.0122767087349915,3.9308776127390574,0.7661590200207968,1.0506747197015447,1.3713533251530796,1.5088495678844331,0.2066774077182342,0.2965071236724534,7,1.0,False,1.868091702461243,1.840396761894226,1.118498222441754,1.934021608443341,8.0,successfullyCompleted,False,4.0,False,46.73,0.0
Union_Bayern,18909300000593,pass,2902557,1,FC Bayern München,Luis Díaz,OLM,sideways,half_space,half_space,-35.83,-17.21,-36.32,-11.46,0.056644253876787,0.0113094083604436,0.0399954353063798,1.2078682853860625,0.21979705199719593,0.1915525710224719,-0.8714974531365217,-0.1448182612270687,0.5746091330598542,0.1696899773105143,4,1.0,True,0.7498925924301147,0.5695677399635315,2.554996726666705,2.6656943537342714,2.0,successfullyCompleted,False,4.0,False,5.77,1.06
Union_Bayern,18909300001324,pass,3074457,2,FC Bayern München,Leon Goretzka,DML,sideways,half_space,half_space,35.76,-7.77,34.13,-15.59,0.0556980449747602,-0.0264791369975394,0.0638803294711932,2.7587217170734912,0.34248342416479793,1.817554550096905,-0.6224823059234968,-0.3186848610530896,0.4785126398677943,0.1448332943494022,4,1.0,True,0.9758462905883788,0.7827133536338806,0.0348475147241603,0.2362506817823399,5.0,successfullyCompleted,False,-4.0,False,7.99,0.66
Frankfurt_Bayern,18905209800449,carry,3405582,1,Eintracht Frankfurt,Kauã Santos,TW,diagonal,center,center,47.73,1.14,45.2,0.95,0.0556600525405497,0.0004096171199999,0.00947451208,4.678472256612031,0.513290750672931,2.227290917906781,1.143247827219373,1.3079335114858772,0.3380713905867522,0.1980919514839156,5,1.0,False,0.8241249322891235,0.3448515236377716,,,,,False,,False,2.5371243564318977,
Frankfurt_Union,18903400000281,pass,2848397,1,Eintracht Frankfurt,F. Chaïbi,HR,sideways,wing,center,-43.16,27.86,-36.66,5.72,0.0549941417759348,0.0409912396997445,0.0377376552235495,2.33923472893067,0.6247510400262959,-0.4223283603945492,-0.6759946496075834,-1.2409117189285377,0.1878802051302049,0.2905786779579583,6,1.0,True,1.0835713148117063,1.340457797050476,1.3458330580170217,1.6315005966599048,4.0,successfullyCompleted,False,2.0,False,23.07,0.11
Bayern_Hamburg,18902400001099,pass,3577292,2,FC Bayern München,Michael Olise,ORM,forward,wing,wing,15.53,-24.49,27.22,-21.82,0.0549596316234743,0.0077076095927798,0.0195244207312941,3.129474056315267,0.5948826374157132,0.501779448923904,0.2984998819768552,2.329194725414508,0.4310745651962808,0.2146069940227009,4,1.0,True,0.824226975440979,1.0488879680633545,1.5602711393436437,2.2159575178226474,7.0,successfullyCompleted,False,7.0,False,11.99,0.44
Union_Bayern,18909300000980,pass,3030699,2,1. FC Union Berlin,A. Schäfer,HR,sideways,half_space,wing,-19.34,-14.57,-10.32,-24.61,0.0548844212547752,-0.0053206131394689,0.0226836599651495,3.19492940487582,0.5061564990404205,-0.1935644551439906,0.0979739069543488,-2.9033910427774807,0.3861716995901443,0.1753155311436784,3,1.0,False,1.003476619720459,0.7568215727806091,0.439665060020423,0.9981447267303228,6.0,successfullyCompleted,False,-3.0,False,13.5,0.91
Dortmund_Stuttgart,18909700000458,pass,2865385,1,Borussia Dortmund,Carney Chukwuemeka,OHL,sideways,center,half_space,-14.32,1.8,-17.58,9.68,0.0546301496688641,-0.0005361546981243,0.0124485484,2.694253482038615,0.43813726713525364,0.7071300634817009,0.3098200335230509,1.6773033850338634,0.4372651661529416,0.2120226001519878,2,1.0,True,1.1516625881195068,0.7261661291122437,0.4867536330961179,0.7825161720060301,3.0,successfullyCompleted,False,-1.0,False,8.53,0.07
Dortmund_Stuttgart,18909700000086,pass,2803695,1,VfB Stuttgart,A. Stiller,DML,sideways,wing,half_space,-52.56,33.47,-51.29,12.21,0.0545759107501107,0.0483292111045108,0.0350157855139495,2.025011754100825,0.3790791842289723,0.3426974646825712,0.9040260688003756,-0.7782882206178782,0.2222247475384956,0.2905541116224389,3,1.0,False,1.0637167692184448,0.8866110444068909,,,,successfullyCompleted,False,3.0,False,21.3,
Dortmund_Stuttgart,18909700001274,pass,3072911,2,VfB Stuttgart,J. Leweling,DLM,sideways,wing,wing,29.65,32.45,20.39,27.92,0.0544012076690469,-0.0050750875788571,0.0262016445240336,6.331728292793226,0.04620851588690045,1.9583181983192584,-0.0904909775786417,-4.282919116895326,0.4995124424742622,0.1803016234822077,2,1.0,True,0.8743104934692383,0.6093469262123108,1.1394669628438754,1.1980357683000369,3.0,successfullyCompleted,False,-1.0,False,10.31,0.76
Bayern_Hamburg,18902400000870,pass,3542652,2,FC Bayern München,Harry Kane,STZ,sideways,half_space,center,17.53,15.98,14.62,2.66,0.0539131747774804,-0.0009767040998857,0.0216104647913142,3.202505545688068,0.3980390478104826,0.7142767050107085,-1.794489030510382,-0.6937398101669774,0.3634299361725011,0.1914731136744116,2,1.0,True,0.9281597137451172,0.8825927376747131,1.0394922937672844,1.119563862256359,5.0,successfullyCompleted,False,-1.0,False,13.63,0.06
Frankfurt_Union,18903400000869,pass,3001934,2,Eintracht Frankfurt,Jean-Mattéo Bahoya,OLM,sideways,wing,half_space,8.47,26.52,4.42,11.05,0.0538166650457235,0.0003686125051428,0.016508641408,3.629300721441664,0.17004426421039057,0.346192002019441,-2.035893440022818,-1.2472152793994056,0.3131893790327723,0.23181971012104,2,1.0,False,0.7429962158203125,0.7463430762290955,1.1550804500937255,1.3249333029150758,3.0,successfullyCompleted,False,0.0,False,15.99,0.11
Frankfurt_Bayern,18905200000607,pass,3430618,1,FC Bayern München,Leon Goretzka,DML,diagonal,wing,wing,20.12,-29.44,25.19,-21.89,0.0537866252848044,0.0053630861400268,0.0205556205098823,2.1126733999371883,0.3984717251028998,-0.4894661899043467,1.228358648980549,-0.3948485610522927,0.4420118730247331,0.2177525575413925,2,1.0,True,0.8226252198219299,0.5115048289299011,2.6060095798698675,2.722200490209223,3.0,successfullyCompleted,False,2.0,False,9.09,0.09
Union_Bayern,18909309801053,carry,3041473,2,FC Bayern München,Michael Olise,ORM,sideways,wing,wing,30.33,-32.57,32.46,-25.38,0.0537567672965325,0.0038324496329815,0.0266866457743462,2.977486188082885,0.7997186932796663,1.4569364356011076,-1.1651393024704524,-0.3554104500113249,0.4459893410162618,0.1993007027539526,1,1.0,False,0.6070337295532227,0.4379916489124298,,,,,False,,False,7.498866581024097,
Frankfurt_Bayern,18905200001729,pass,3673792,2,FC Bayern München,N. Jackson,STZ,sideways,wing,half_space,-22.52,-20.45,-21.42,-10.18,0.053465576706711,-0.0006180793411563,0.0244244701994621,5.198496380081114,0.4784543463967293,2.408832706035939,-1.15251647794549,-1.6371471960996848,0.2837117785663907,0.2816956930936024,4,1.0,True,1.0471848249435425,0.7555679678916931,1.0493040601497523,1.5142207662349574,1.0,successfullyCompleted,False,0.0,False,10.33,0.41
Bayern_Hamburg,18902400001041,pass,3569404,2,FC Bayern München,N. Jackson,STZ,sideways,wing,half_space,42.29,-20.1,33.26,-13.82,0.0531584346309462,-0.0086621030019092,0.0446984584686386,4.376331288763745,0.19223690467384658,1.915662997613159,-0.368261125059376,-2.09240716609121,0.3383129163941443,0.2313689763022225,1,1.0,True,0.912710428237915,0.7945147156715393,0.9473942946761698,1.133311314520225,1.0,successfullyCompleted,False,-2.0,False,11.0,0.66
Union_Bayern,18909300000938,pass,3024111,2,FC Bayern München,K. Laimer,RV,diagonal,wing,wing,-31.78,-34.32,-23.18,-27.71,0.0530972328373895,0.0018492201058352,0.0079313137517647,2.262674964670431,0.5675308425873656,-0.7187210030915805,-0.4078963364698013,-1.1360576251090493,0.2764350122091839,0.2790423808943895,3,1.0,False,0.7927078008651733,0.5464704632759094,2.463985541379775,2.97679362586769,4.0,successfullyCompleted,False,2.0,False,10.85,
Dortmund_Stuttgart,18909700001573,pass,3140009,2,VfB Stuttgart,A. Nübel,TW,forward,half_space,center,-29.71,9.79,12.71,-1.0,0.0529682639688338,-0.0101827050977613,0.0101827050977613,3.04592512506758,0.20549014931128043,0.4368530617842971,-2.125907559308567,-0.4831645039747162,0.2248418454009222,0.3078501667654102,6,1.0,True,1.762394666671753,1.7130218744277954,,,,unsuccessful,False,-1.0,False,43.77,0.0
Frankfurt_Union,18903400000513,pass,2894813,1,Eintracht Frankfurt,Can Uzun,HL,sideways,wing,wing,-41.24,25.48,-35.68,32.2,0.0529247574561529,-0.0081574638808806,0.0387219999400403,4.10815468050759,0.7263120400777039,2.2903349729541715,-1.6634978666676572,-0.1543218408857605,0.4197296104027398,0.1758792439448441,3,1.0,True,0.7501945495605469,0.5769868493080139,0.7229850346896085,0.4594326073977384,3.0,successfullyCompleted,False,-5.0,False,8.72,1.07
Dortmund_Stuttgart,18909700000454,pass,2865035,1,VfB Stuttgart,L. Assignon,DRM,diagonal,wing,wing,-6.39,34.34,-16.41,21.95,0.0529208588869732,0.0057823674161344,0.0147644583744537,1.392017390913319,0.6771406832989891,0.459609151656951,-0.3112200550034565,0.6211881842529118,0.1301904415062905,0.3323481640552305,6,1.0,False,1.1380335092544556,0.9986640810966492,,,,successfullyCompleted,False,5.0,False,15.93,
Frankfurt_Bayern,18905209800331,carry,3390750,1,Eintracht Frankfurt,Jean-Mattéo Bahoya,OLM,diagonal,half_space,center,14.47,-7.14,-10.07,2.65,0.0525304857196713,0.0064633920761142,0.0124335469981714,10.28241630250941,0.7797330410157487,4.02930552813494,-3.141782652634224,3.1113281217402458,0.3931849519479937,0.1057384588578098,1,1.0,False,0.6523425579071045,0.275121808052063,,,,,False,,False,26.42074374426276,
Union_Bayern,18909309800254,carry,2839429,1,FC Bayern München,Dayot Upamecano,IVR,forward,half_space,center,24.29,8.31,5.65,2.35,0.0521775496573195,0.0036143665431126,0.0109081976854588,1.356282424274566,0.4366646713853723,0.3669232976636301,-0.8402862006205376,0.1490729259903982,0.4556116683345571,0.1718706493384671,0,,False,0.6029049754142761,0.4630480706691742,,,,,False,,False,19.569649971320388,
Union_Bayern,18909300001488,pass,3119463,2,1. FC Union Berlin,Frederik Rønnow,TW,diagonal,center,wing,47.46,-3.85,-2.65,-31.57,0.051787106657078,0.0044785717229579,0.00951822616,3.984751373425336,0.20541367389473258,-1.963881714257948,-0.4034081580204106,1.617461501146978,0.2207768938768327,0.3056407237157411,4,1.0,True,1.3912795782089231,1.518030881881714,1.5986582765907895,2.02821697095343,8.0,successfullyCompleted,False,1.0,False,57.27,
Frankfurt_Bayern,18905209800892,carry,3475874,1,Eintracht Frankfurt,Can Uzun,HL,forward,wing,half_space,-25.17,-25.06,-26.1,-15.36,0.051362295255659,0.0014099044368201,0.0249797521901042,6.386022444775891,0.012547772649725304,3.319436331884236,-0.0416515324177215,-3.0249345804739334,0.5815861600628756,0.1180360068438874,1,1.0,False,0.8815196752548218,0.4805831909179687,,,,,False,,False,9.744480488974258,
Frankfurt_Bayern,18905200001471,pass,3621392,2,FC Bayern München,Luis Díaz,OLM,sideways,wing,half_space,0.03,-33.11,1.7,-15.42,0.0512864291148427,0.0018476092644638,0.0130596352412504,3.1559376061022126,0.9848020664405088,-1.0342714781311515,-1.0185526889240375,-1.103113439047023,0.302409034624498,0.2771589252574188,3,1.0,False,0.8620790839195251,0.6936435103416443,1.435218681520236,1.6385697023332242,2.0,successfullyCompleted,False,2.0,False,17.77,0.77
Bayern_Hamburg,18902400001427,pass,3639000,2,FC Bayern München,Joshua Kimmich,DMR,sideways,wing,wing,29.13,-32.84,29.85,-26.72,0.0511879243710517,0.0020171801881815,0.0257123656849613,1.6856598114641277,0.08410618889957487,1.490572505519813,-0.125366372717762,-0.0697209332265528,0.2781073520738393,0.2781974395241964,3,1.0,False,0.7771691679954529,0.438858300447464,1.698094097518842,2.243240622425001,1.0,successfullyCompleted,False,1.0,False,6.16,0.77
